"absences","absences"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"2","2"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"6","6"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"16","16"
"16","16"
"16","16"
"16","16"
"16","16"
"16","16"
"16","16"
"16","16"
"16","16"
"16","16"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"4","4"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
